  x d=-0.01  y d=-0.01  x d=-0.03  y d=-0.03  x d=-0.06  y d=-0.06  x d=-0.09  y d=-0.09  x d=-0.12  y d=-0.12  x d=-0.15  y d=-0.15  x d=-0.18  y d=-0.18
   5.20299   -1.31200    5.19459   -1.29385    5.18198   -1.26663    5.16938   -1.23940    5.15678   -1.21218    5.14417   -1.18496    5.13157   -1.15773
   5.20858   -1.30942    5.19995   -1.29137    5.18700   -1.26431    5.17406   -1.23725    5.16111   -1.21018    5.14817   -1.18312    5.13523   -1.15605
   5.21413   -1.30676    5.20528   -1.28883    5.19199   -1.26193    5.17871   -1.23503    5.16543   -1.20813    5.15214   -1.18123    5.13886   -1.15433
   5.21965   -1.30404    5.21057   -1.28622    5.19695   -1.25949    5.18333   -1.23276    5.16971   -1.20603    5.15609   -1.17930    5.14247   -1.15256
   5.22514   -1.30124    5.21584   -1.28354    5.20188   -1.25698    5.18793   -1.23042    5.17397   -1.20387    5.16002   -1.17731    5.14606   -1.15075
   5.23059   -1.29838    5.22106   -1.28079    5.20678   -1.25441    5.19249   -1.22803    5.17820   -1.20165    5.16392   -1.17527    5.14963   -1.14889
   5.23600   -1.29545    5.22626   -1.27798    5.21164   -1.25178    5.19702   -1.22559    5.18241   -1.19939    5.16779   -1.17319    5.15317   -1.14699
   5.24138   -1.29245    5.23142   -1.27511    5.21647   -1.24909    5.20153   -1.22308    5.18658   -1.19707    5.17164   -1.17106    5.15669   -1.14504
   5.24672   -1.28938    5.23654   -1.27216    5.22127   -1.24634    5.20600   -1.22052    5.19073   -1.19470    5.17546   -1.16888    5.16018   -1.14305
   5.25202   -1.28625    5.24163   -1.26916    5.22603   -1.24353    5.21044   -1.21790    5.19484   -1.19228    5.17925   -1.16665    5.16365   -1.14102
   5.25728   -1.28305    5.24667   -1.26609    5.23076   -1.24066    5.21484   -1.21523    5.19893   -1.18980    5.18301   -1.16437    5.16710   -1.13894
   5.26250   -1.27978    5.25168   -1.26296    5.23545   -1.23773    5.21921   -1.21250    5.20298   -1.18728    5.18675   -1.16205    5.17051   -1.13682
   5.26768   -1.27645    5.25665   -1.25977    5.24010   -1.23474    5.22355   -1.20972    5.20700   -1.18470    5.19045   -1.15968    5.17390   -1.13466
   5.27282   -1.27305    5.26158   -1.25651    5.24471   -1.23170    5.22785   -1.20689    5.21099   -1.18207    5.19413   -1.15726    5.17726   -1.13245
   5.27791   -1.26959    5.26646   -1.25319    5.24929   -1.22859    5.23212   -1.20400    5.21494   -1.17940    5.19777   -1.15480    5.18060   -1.13020
   5.28296   -1.26607    5.27131   -1.24981    5.25382   -1.22543    5.23634   -1.20105    5.21886   -1.17667    5.20138   -1.15229    5.18390   -1.12791
   5.28796   -1.26248    5.27611   -1.24637    5.25832   -1.22222    5.24054   -1.19806    5.22275   -1.17390    5.20496   -1.14974    5.18718   -1.12558
   5.29292   -1.25883    5.28086   -1.24288    5.26278   -1.21894    5.24469   -1.19501    5.22660   -1.17107    5.20851   -1.14714    5.19043   -1.12321
   5.29784   -1.25512    5.28558   -1.23932    5.26719   -1.21561    5.24880   -1.19191    5.23042   -1.16820    5.21203   -1.14450    5.19364   -1.12079
   5.30270   -1.25135    5.29025   -1.23570    5.27156   -1.21223    5.25288   -1.18875    5.23420   -1.16528    5.21551   -1.14181    5.19683   -1.11834
   5.30752   -1.24751    5.29487   -1.23202    5.27589   -1.20879    5.25691   -1.18555    5.23794   -1.16232    5.21896   -1.13908    5.19998   -1.11585
   5.31229   -1.24362    5.29944   -1.22829    5.28018   -1.20529    5.26091   -1.18230    5.24164   -1.15930    5.22237   -1.13631    5.20311   -1.11331
   5.31701   -1.23966    5.30397   -1.22450    5.28442   -1.20174    5.26486   -1.17899    5.24531   -1.15624    5.22575   -1.13349    5.20620   -1.11074
   5.32168   -1.23565    5.30845   -1.22065    5.28861   -1.19814    5.26877   -1.17564    5.24894   -1.15314    5.22910   -1.13063    5.20926   -1.10813
   5.32630   -1.23158    5.31289   -1.21674    5.29276   -1.19449    5.27264   -1.17224    5.25252   -1.14999    5.23240   -1.12773    5.21228   -1.10548
   5.33087   -1.22745    5.31727   -1.21278    5.29687   -1.19079    5.27647   -1.16879    5.25607   -1.14679    5.23567   -1.12479    5.21527   -1.10280
   5.33538   -1.22326    5.32160   -1.20877    5.30093   -1.18703    5.28025   -1.16529    5.25958   -1.14355    5.23891   -1.12181    5.21823   -1.10007
   5.33984   -1.21902    5.32588   -1.20470    5.30494   -1.18322    5.28399   -1.16175    5.26305   -1.14027    5.24210   -1.11879    5.22116   -1.09731
   5.34425   -1.21472    5.33011   -1.20058    5.30890   -1.17937    5.28769   -1.15815    5.26647   -1.13694    5.24526   -1.11573    5.22405   -1.09451
   5.34861   -1.21037    5.33429   -1.19641    5.31281   -1.17546    5.29133   -1.15452    5.26986   -1.13357    5.24838   -1.11263    5.22690   -1.09168
   5.35291   -1.20596    5.33841   -1.19218    5.31668   -1.17151    5.29494   -1.15083    5.27320   -1.13016    5.25146   -1.10948    5.22972   -1.08881
   5.35715   -1.20150    5.34249   -1.18790    5.32049   -1.16750    5.29849   -1.14710    5.27649   -1.12670    5.25450   -1.10631    5.23250   -1.08591
   5.36134   -1.19698    5.34650   -1.18357    5.32425   -1.16345    5.30200   -1.14333    5.27975   -1.12321    5.25750   -1.10309    5.23524   -1.08297
   5.36547   -1.19242    5.35047   -1.17919    5.32796   -1.15935    5.30546   -1.13951    5.28296   -1.11967    5.26045   -1.09983    5.23795   -1.08000
   5.36954   -1.18780    5.35437   -1.17476    5.33162   -1.15521    5.30887   -1.13565    5.28612   -1.11610    5.26337   -1.09654    5.24062   -1.07699
   5.37356   -1.18313    5.35823   -1.17029    5.33523   -1.15102    5.31224   -1.13175    5.28924   -1.11248    5.26625   -1.09322    5.24325   -1.07395
   5.37751   -1.17841    5.36202   -1.16576    5.33879   -1.14678    5.31555   -1.12781    5.29232   -1.10883    5.26908   -1.08985    5.24585   -1.07087
   5.38141   -1.17364    5.36576   -1.16119    5.34229   -1.14250    5.31882   -1.12382    5.29534   -1.10514    5.27187   -1.08645    5.24840   -1.06777
   5.38524   -1.16883    5.36944   -1.15657    5.34573   -1.13818    5.32203   -1.11979    5.29833   -1.10141    5.27462   -1.08302    5.25092   -1.06463
   5.38902   -1.16396    5.37306   -1.15190    5.34913   -1.13381    5.32519   -1.11573    5.30126   -1.09764    5.27733   -1.07955    5.25339   -1.06146
   5.39273   -1.15905    5.37662   -1.14719    5.35247   -1.12941    5.32831   -1.11162    5.30415   -1.09384    5.27999   -1.07605    5.25583   -1.05826
   5.39638   -1.15409    5.38013   -1.14244    5.35575   -1.12496    5.33137   -1.10748    5.30699   -1.09000    5.28260   -1.07251    5.25822   -1.05503
   5.39997   -1.14909    5.38357   -1.13764    5.35897   -1.12047    5.33437   -1.10329    5.30978   -1.08612    5.28518   -1.06895    5.26058   -1.05177
   5.40350   -1.14404    5.38695   -1.13280    5.36214   -1.11593    5.33733   -1.09907    5.31252   -1.08221    5.28770   -1.06535    5.26289   -1.04848
   5.40696   -1.13895    5.39028   -1.12791    5.36525   -1.11136    5.34023   -1.09482    5.31521   -1.07827    5.29019   -1.06172    5.26516   -1.04517
   5.41035   -1.13381    5.39354   -1.12299    5.36831   -1.10676    5.34308   -1.09052    5.31785   -1.07429    5.29262   -1.05805    5.26739   -1.04182
   5.41369   -1.12863    5.39673   -1.11802    5.37130   -1.10211    5.34587   -1.08619    5.32044   -1.07028    5.29501   -1.05436    5.26958   -1.03845
   5.41695   -1.12341    5.39987   -1.11302    5.37424   -1.09742    5.34861   -1.08183    5.32298   -1.06623    5.29736   -1.05064    5.27173   -1.03505
   5.42016   -1.11815    5.40294   -1.10797    5.37712   -1.09270    5.35130   -1.07743    5.32547   -1.06216    5.29965   -1.04689    5.27383   -1.03162
   5.42329   -1.11286    5.40595   -1.10289    5.37994   -1.08795    5.35393   -1.07300    5.32791   -1.05805    5.30190   -1.04311    5.27589   -1.02816
   5.42636   -1.10752    5.40889   -1.09777    5.38270   -1.08315    5.35650   -1.06854    5.33030   -1.05392    5.30410   -1.03930    5.27790   -1.02468
   5.42936   -1.10214    5.41177   -1.09262    5.38539   -1.07833    5.35901   -1.06404    5.33264   -1.04975    5.30626   -1.03547    5.27988   -1.02118
   5.43229   -1.09673    5.41459   -1.08742    5.38803   -1.07347    5.36147   -1.05951    5.33492   -1.04556    5.30836   -1.03160    5.28180   -1.01765
   5.43516   -1.09128    5.41734   -1.08220    5.39061   -1.06858    5.36388   -1.05496    5.33715   -1.04134    5.31042   -1.02772    5.28369   -1.01410
   5.43795   -1.08579    5.42002   -1.07693    5.39312   -1.06365    5.36622   -1.05037    5.33932   -1.03709    5.31242   -1.02380    5.28553   -1.01052
   5.44068   -1.08027    5.42264   -1.07164    5.39557   -1.05870    5.36851   -1.04575    5.34145   -1.03281    5.31438   -1.01986    5.28732   -1.00692
   5.44334   -1.07471    5.42519   -1.06631    5.39796   -1.05371    5.37074   -1.04111    5.34352   -1.02850    5.31629   -1.01590    5.28907   -1.00330
   5.44593   -1.06913    5.42767   -1.06095    5.40029   -1.04869    5.37291   -1.03643    5.34553   -1.02418    5.31815   -1.01192    5.29077   -0.99966
   5.44844   -1.06351    5.43009   -1.05556    5.40256   -1.04365    5.37502   -1.03174    5.34749   -1.01982    5.31996   -1.00791    5.29242   -0.99599
   5.45089   -1.05786    5.43244   -1.05014    5.40476   -1.03858    5.37708   -1.02701    5.34940   -1.01544    5.32172   -1.00387    5.29403   -0.99231
   5.45326   -1.05218    5.43472   -1.04470    5.40689   -1.03348    5.37907   -1.02226    5.35125   -1.01104    5.32342   -0.99982    5.29560   -0.98860
   5.45557   -1.04646    5.43693   -1.03922    5.40896   -1.02835    5.38100   -1.01748    5.35304   -1.00661    5.32508   -0.99575    5.29712   -0.98488
   5.45780   -1.04073    5.43907   -1.03372    5.41097   -1.02320    5.38287   -1.01268    5.35478   -1.00217    5.32668   -0.99165    5.29859   -0.98114
   5.45996   -1.03496    5.44114   -1.02818    5.41291   -1.01802    5.38469   -1.00786    5.35646   -0.99770    5.32823   -0.98754    5.30001   -0.97737
   5.46204   -1.02917    5.44314   -1.02263    5.41479   -1.01282    5.38644   -1.00302    5.35809   -0.99321    5.32974   -0.98340    5.30138   -0.97360
   5.46406   -1.02335    5.44508   -1.01705    5.41660   -1.00760    5.38813   -0.99815    5.35966   -0.98870    5.33118   -0.97925    5.30271   -0.96980
   5.46600   -1.01750    5.44694   -1.01144    5.41835   -1.00235    5.38976   -0.99326    5.36117   -0.98417    5.33258   -0.97508    5.30399   -0.96599
   5.46787   -1.01164    5.44873   -1.00582    5.42003   -0.99708    5.39133   -0.98835    5.36263   -0.97962    5.33393   -0.97089    5.30522   -0.96216
   5.46966   -1.00575    5.45045   -1.00017    5.42164   -0.99180    5.39283   -0.98343    5.36403   -0.97506    5.33522   -0.96669    5.30641   -0.95832
   5.47138   -0.99983    5.45210   -0.99449    5.42319   -0.98649    5.39428   -0.97848    5.36537   -0.97047    5.33646   -0.96247    5.30754   -0.95446
   5.47302   -0.99390    5.45368   -0.98880    5.42467   -0.98116    5.39566   -0.97352    5.36665   -0.96587    5.33764   -0.95823    5.30863   -0.95059
   5.47459   -0.98794    5.45519   -0.98309    5.42608   -0.97581    5.39698   -0.96854    5.36788   -0.96126    5.33877   -0.95398    5.30967   -0.94670
   5.47608   -0.98197    5.45662   -0.97736    5.42743   -0.97045    5.39824   -0.96354    5.36904   -0.95663    5.33985   -0.94972    5.31066   -0.94280
   5.47750   -0.97598    5.45799   -0.97162    5.42871   -0.96507    5.39943   -0.95853    5.37015   -0.95198    5.34088   -0.94544    5.31160   -0.93890
   5.47885   -0.96997    5.45928   -0.96585    5.42992   -0.95968    5.40056   -0.95350    5.37120   -0.94733    5.34185   -0.94115    5.31249   -0.93497
   5.48012   -0.96394    5.46049   -0.96007    5.43106   -0.95427    5.40163   -0.94846    5.37220   -0.94265    5.34276   -0.93685    5.31333   -0.93104
   5.48131   -0.95790    5.46164   -0.95428    5.43214   -0.94884    5.40263   -0.94341    5.37313   -0.93797    5.34363   -0.93254    5.31412   -0.92710
   5.48243   -0.95185    5.46271   -0.94847    5.43314   -0.94341    5.40357   -0.93834    5.37400   -0.93328    5.34444   -0.92821    5.31487   -0.92315
   5.48347   -0.94578    5.46371   -0.94265    5.43408   -0.93796    5.40445   -0.93326    5.37482   -0.92857    5.34519   -0.92388    5.31556   -0.91919
   5.48443   -0.93970    5.46464   -0.93682    5.43495   -0.93250    5.40526   -0.92818    5.37558   -0.92386    5.34589   -0.91954    5.31620   -0.91522
   5.48532   -0.93360    5.46549   -0.93097    5.43575   -0.92703    5.40601   -0.92308    5.37627   -0.91913    5.34653   -0.91519    5.31680   -0.91124
   5.48613   -0.92750    5.46627   -0.92512    5.43648   -0.92155    5.40670   -0.91797    5.37691   -0.91440    5.34712   -0.91083    5.31734   -0.90725
   5.48686   -0.92139    5.46698   -0.91926    5.43715   -0.91606    5.40732   -0.91286    5.37749   -0.90966    5.34766   -0.90646    5.31783   -0.90326
   5.48752   -0.91527    5.46761   -0.91338    5.43774   -0.91056    5.40787   -0.90774    5.37801   -0.90491    5.34814   -0.90209    5.31827   -0.89927
   5.48810   -0.90914    5.46817   -0.90750    5.43827   -0.90506    5.40837   -0.90261    5.37847   -0.90016    5.34857   -0.89771    5.31867   -0.89526
   5.48860   -0.90300    5.46865   -0.90162    5.43872   -0.89955    5.40879   -0.89747    5.37887   -0.89540    5.34894   -0.89333    5.31901   -0.89126
   5.48903   -0.89686    5.46906   -0.89573    5.43911   -0.89403    5.40916   -0.89233    5.37921   -0.89064    5.34925   -0.88894    5.31930   -0.88725
   5.48938   -0.89071    5.46940   -0.88983    5.43943   -0.88851    5.40946   -0.88719    5.37948   -0.88587    5.34951   -0.88455    5.31954   -0.88323
   5.48965   -0.88456    5.46966   -0.88393    5.43967   -0.88299    5.40969   -0.88204    5.37970   -0.88110    5.34972   -0.88016    5.31973   -0.87922
   5.48984   -0.87840    5.46985   -0.87802    5.43985   -0.87746    5.40986   -0.87689    5.37986   -0.87633    5.34987   -0.87576    5.31987   -0.87520
   5.48996   -0.87225    5.46996   -0.87212    5.43996   -0.87193    5.40996   -0.87174    5.37996   -0.87155    5.34996   -0.87137    5.31996   -0.87118
   5.49000   -0.86609    5.47000   -0.86621    5.44000   -0.86640    5.41000   -0.86659    5.38000   -0.86678    5.35000   -0.86697    5.32000   -0.86716
   5.48996   -0.85993    5.46997   -0.86031    5.43997   -0.86087    5.40998   -0.86144    5.37998   -0.86200    5.34999   -0.86257    5.31999   -0.86314
   5.48985   -0.85377    5.46986   -0.85440    5.43987   -0.85535    5.40989   -0.85629    5.37990   -0.85723    5.34992   -0.85817    5.31993   -0.85911
   5.48965   -0.84762    5.46967   -0.84850    5.43970   -0.84982    5.40973   -0.85114    5.37976   -0.85246    5.34979   -0.85378    5.31982   -0.85509
   5.48938   -0.84147    5.46942   -0.84260    5.43946   -0.84429    5.40951   -0.84599    5.37956   -0.84769    5.34961   -0.84938    5.31966   -0.85108
   5.48904   -0.83532    5.46908   -0.83670    5.43916   -0.83877    5.40923   -0.84085    5.37930   -0.84292    5.34937   -0.84499    5.31944   -0.84706
   5.48861   -0.82918    5.46868   -0.83081    5.43878   -0.83326    5.40888   -0.83571    5.37898   -0.83815    5.34908   -0.84060    5.31918   -0.84305
   5.48811   -0.82304    5.46820   -0.82492    5.43833   -0.82775    5.40847   -0.83057    5.37860   -0.83339    5.34873   -0.83622    5.31887   -0.83904
   5.48753   -0.81691    5.46765   -0.81904    5.43782   -0.82224    5.40799   -0.82544    5.37816   -0.82864    5.34833   -0.83184    5.31850   -0.83503
   5.48688   -0.81079    5.46702   -0.81317    5.43723   -0.81674    5.40745   -0.82032    5.37766   -0.82389    5.34787   -0.82746    5.31809   -0.83103
   5.48614   -0.80467    5.46632   -0.80731    5.43658   -0.81125    5.40684   -0.81520    5.37710   -0.81915    5.34736   -0.82309    5.31762   -0.82704
   5.48533   -0.79857    5.46554   -0.80145    5.43586   -0.80577    5.40617   -0.81009    5.37648   -0.81441    5.34679   -0.81873    5.31711   -0.82305
   5.48445   -0.79248    5.46470   -0.79561    5.43506   -0.80030    5.40543   -0.80499    5.37580   -0.80968    5.34617   -0.81438    5.31654   -0.81907
   5.48349   -0.78640    5.46377   -0.78977    5.43420   -0.79484    5.40463   -0.79990    5.37507   -0.80497    5.34550   -0.81003    5.31593   -0.81510
   5.48245   -0.78033    5.46278   -0.78395    5.43328   -0.78939    5.40377   -0.79482    5.37427   -0.80026    5.34477   -0.80569    5.31526   -0.81113
   5.48133   -0.77427    5.46171   -0.77814    5.43228   -0.78395    5.40285   -0.78975    5.37341   -0.79556    5.34398   -0.80137    5.31455   -0.80717
   5.48014   -0.76823    5.46057   -0.77235    5.43121   -0.77852    5.40186   -0.78470    5.37250   -0.79087    5.34314   -0.79705    5.31378   -0.80323
   5.47887   -0.76220    5.45936   -0.76657    5.43008   -0.77311    5.40080   -0.77965    5.37152   -0.78620    5.34225   -0.79274    5.31297   -0.79929
   5.47753   -0.75619    5.45807   -0.76080    5.42888   -0.76771    5.39968   -0.77463    5.37049   -0.78154    5.34130   -0.78845    5.31211   -0.79536
   5.47611   -0.75020    5.45671   -0.75505    5.42761   -0.76233    5.39850   -0.76961    5.36940   -0.77689    5.34030   -0.78417    5.31119   -0.79144
   5.47462   -0.74423    5.45528   -0.74932    5.42627   -0.75697    5.39726   -0.76461    5.36825   -0.77225    5.33924   -0.77990    5.31023   -0.78754
   5.47305   -0.73827    5.45378   -0.74361    5.42487   -0.75162    5.39596   -0.75963    5.36704   -0.76763    5.33813   -0.77564    5.30922   -0.78365
   5.47141   -0.73234    5.45221   -0.73792    5.42340   -0.74629    5.39459   -0.75466    5.36578   -0.76303    5.33697   -0.77140    5.30816   -0.77977
   5.46969   -0.72643    5.45056   -0.73225    5.42186   -0.74098    5.39316   -0.74971    5.36446   -0.75844    5.33575   -0.76717    5.30705   -0.77590
